#beta	T	T2	T2s	T*V
0.6362000000000003	-0.10925663831376302	-0.0029714196514964244	0.011849291109404487	-17387.71739492187
0.6363000000000003	-0.10923954152022296	-0.002970493804678458	0.01183930238685826	-17384.996514808572
0.6364000000000003	-0.10922245006490665	-0.002969568389237367	0.011838331801727017	-17382.276484250295
0.6365000000000003	-0.10920536394531985	-0.0029686434048861437	0.011842408841841769	-17379.557302850095
0.6366000000000003	-0.10918828315896986	-0.002967718851362978	0.011840673438084296	-17376.83897021127
0.6367000000000003	-0.10917120770336554	-0.002966794728432082	0.011842437326469639	-17374.121485937365
0.6368000000000003	-0.10915413757601722	-0.0029658710357878064	0.011828061061805551	-17371.40484963216
0.6369000000000002	-0.10913707277443689	-0.002964947773185039	0.011828892534601279	-17368.689060899695
0.6370000000000003	-0.10912001329613799	-0.002964024940358321	0.011830880764202916	-17365.974119344253
0.6371000000000003	-0.1091029591386356	-0.0029631025370218935	0.011831575882150483	-17363.260024570365
0.6372000000000003	-0.10908591029944631	-0.0029621805629301903	0.011823643255609409	-17360.546776182808
0.6373000000000003	-0.10906886677608812	-0.0029612590178126983	0.011821756592796362	-17357.83437378658
0.6374000000000003	-0.1090518285660808	-0.002960337901412235	0.0118221545088881	-17355.122816986965
0.6375000000000003	-0.10903479566694542	-0.002959417213449054	0.011814650856809397	-17352.412105389456
0.6376000000000003	-0.10901776807620484	-0.002958496953651033	0.01181774326911905	-17349.702238599817
0.6377000000000003	-0.10900074579138323	-0.002957577121793127	0.011812742538728082	-17346.993216224044
0.6378000000000003	-0.10898372881000642	-0.0029566577175718623	0.011821044695027932	-17344.285037868376
0.6379000000000002	-0.10896671712960176	-0.0029557387407184214	0.011808228060123879	-17341.577703139297
0.6380000000000003	-0.10894971074769814	-0.0029548201910012772	0.011813077500669044	-17338.87121164355
0.6381000000000003	-0.10893270966182592	-0.0029539020681483125	0.01181258416221062	-17336.165562988095
0.6382000000000003	-0.10891571386951704	-0.002952984371874996	0.01180624881071326	-17333.460756780158
0.6383000000000003	-0.10889872336830501	-0.00295206710193671	0.01180682172490657	-17330.756792627202
0.6384000000000003	-0.10888173815572474	-0.002951150258068317	0.011807029300922546	-17328.05367013692
