#beta	T	T2	T2s	T*V
0.001	-3.6839797961841914e-07	5.777666734823778e-12	2.3098391663713685e-11	-0.10000796771160482
0.0011	-1.10419755909452e-06	-5.89659540172004e-12	2.9514533484575144e-12	-0.2997534187118447
0.0012000000000000001	2.5487545565541785e-09	-5.461008870457167e-15	-8.414193976034132e-14	0.0006919032608720954
0.0013000000000000002	-9.237507521479768e-08	-9.012615866441897e-13	4.944525664364513e-12	-0.025076802942859192
0.0014000000000000002	2.4913326639336816e-06	-1.8846359277179286e-11	2.933002722130625e-11	0.6763151005106351
0.0015000000000000002	-1.051488020901918e-06	-2.3216822278352604e-12	5.3819174397380566e-12	-0.28544450800848153
0.0016000000000000003	1.9492482059219777e-06	2.479950373522285e-12	1.9814583158859003e-11	0.529156950973686
0.0017000000000000003	-1.0898647620571061e-07	3.1510423272798123e-13	-1.186511111518199e-12	-0.02958625344436427
0.0018000000000000004	7.530541568607471e-07	-3.26399293037538e-13	1.4633499172833516e-12	0.2044295027959322
0.0019000000000000004	2.130728414632701e-06	6.772671385611766e-11	1.0210054664331549e-11	0.5784228749394913
0.0020000000000000005	6.1391898989090044e-06	-2.5399638153249235e-10	3.239275659722321e-10	1.6665886871080033
0.0021000000000000003	-4.423858577358141e-06	-6.573922331561612e-11	1.6536179844936928e-10	-1.2009324975761047
0.0022000000000000006	6.520147937796804e-06	9.719361162216484e-11	3.0841768161562794e-10	1.7700062989310368
0.002300000000000001	-2.3567390265418276e-06	1.4817812408413275e-10	2.0039738040114717e-10	-0.6397773427400467
0.0024000000000000007	-3.914086748201976e-06	-2.4626188618684516e-10	2.870234561770571e-10	-1.0625461668928011
0.0025000000000000005	7.5123818190480755e-06	2.4265806509977756e-11	4.292196284163116e-10	2.039365251608572
0.0026000000000000007	-9.656906978472309e-07	4.0526248408924536e-11	1.2271474070161393e-10	-0.26215334902144605
0.002700000000000001	-4.031404333265801e-06	1.9603857361875992e-10	9.837506610156179e-12	-1.0943940431249644
0.002800000000000001	-7.097868848313109e-06	-7.199101100982204e-10	8.167292857110955e-10	-1.9268385764182197
0.0029000000000000007	6.08838343856097e-06	-6.999473717086789e-10	8.369638264501369e-10	1.652796399616932
0.003000000000000001	-1.7773761062244147e-05	-1.2831190478416593e-09	3.6721834178510493e-09	-4.824993134511261
0.003100000000000001	1.4408665980449097e-05	1.2163828218466659e-09	2.7105088126927767e-09	3.911480197672631
