#Parameters = {R=7.6; penetration=150}
#"Z / mm"	"e_Z (Z)"
#------------------
-112.90000000000	-1057023.6250000
-112.80000000000	-1068262.3750000
-112.70000000000	-1079581.5000000
-112.60000000000	-1090979.5000000
-112.50000000000	-1102457.3750000
-112.40000000000	-1114014.8750000
-112.30000000000	-1125652.0000000
-112.20000000000	-1137370.0000000
-112.10000000000	-1149166.8750000
-112.00000000000	-1161021.0000000
-111.90000000000	-1172958.3750000
-111.80000000000	-1184990.7500000
-111.70000000000	-1197091.1250000
-111.60000000000	-1209257.5000000
-111.50000000000	-1221490.6250000
-111.40000000000	-1233790.5000000
-111.30000000000	-1246157.6250000
-111.20000000000	-1258592.3750000
-111.10000000000	-1271093.0000000
-111.00000000000	-1283661.7500000
-110.90000000000	-1296299.0000000
-110.80000000000	-1309004.8750000
-110.70000000000	-1321779.8750000
-110.60000000000	-1334622.3750000
-110.50000000000	-1347533.8750000
-110.40000000000	-1360513.5000000
-110.30000000000	-1373561.5000000
-110.20000000000	-1386679.2500000
-110.10000000000	-1399864.1250000
-110.00000000000	-1413069.2500000
-109.90000000000	-1426333.3750000
-109.80000000000	-1439698.0000000
-109.70000000000	-1453109.7500000
-109.60000000000	-1466566.1250000
-109.50000000000	-1480068.6250000
-109.40000000000	-1493617.0000000
-109.30000000000	-1507211.1250000
-109.20000000000	-1520852.5000000
-109.10000000000	-1534538.5000000
-109.00000000000	-1548270.6250000
-108.90000000000	-1562048.3750000
-108.80000000000	-1575872.2500000
-108.70000000000	-1589742.8750000
-108.60000000000	-1603658.8750000
-108.50000000000	-1617620.2500000
-108.40000000000	-1631627.7500000
-108.30000000000	-1645681.6250000
-108.20000000000	-1659781.8750000
-108.10000000000	-1673927.0000000
-108.00000000000	-1688017.5000000
-107.90000000000	-1702142.8750000
-107.80000000000	-1716388.6250000
-107.70000000000	-1730650.6250000
-107.60000000000	-1744927.0000000
-107.50000000000	-1759217.8750000
-107.40000000000	-1773523.8750000
-107.30000000000	-1787845.1250000
-107.20000000000	-1802182.2500000
-107.10000000000	-1816533.5000000
-107.00000000000	-1830899.3750000
-106.90000000000	-1845281.1250000
-106.80000000000	-1859677.1250000
-106.70000000000	-1874089.6250000
-106.60000000000	-1888516.1250000
-106.50000000000	-1902957.2500000
-106.40000000000	-1917413.6250000
-106.30000000000	-1931885.0000000
-106.20000000000	-1946372.8750000
-106.10000000000	-1960874.0000000
-106.00000000000	-1975316.7500000
-105.90000000000	-1989764.0000000
-105.80000000000	-2004267.0000000
-105.70000000000	-2018752.3750000
-105.60000000000	-2033217.8750000
-105.50000000000	-2047664.6250000
-105.40000000000	-2062092.5000000
-105.30000000000	-2076501.7500000
-105.20000000000	-2090893.1250000
-105.10000000000	-2105265.0000000
-105.00000000000	-2119617.5000000
-104.90000000000	-2133952.0000000
-104.80000000000	-2148270.5000000
-104.70000000000	-2162574.2500000
-104.60000000000	-2176861.2500000
-104.50000000000	-2191131.7500000
-104.40000000000	-2205387.0000000
-104.30000000000	-2219626.2500000
-104.20000000000	-2233851.0000000
-104.10000000000	-2248058.0000000
-104.00000000000	-2262187.0000000
-103.90000000000	-2276274.0000000
-103.80000000000	-2290373.5000000
-103.70000000000	-2304427.7500000
-103.60000000000	-2318434.0000000
-103.50000000000	-2332394.5000000
-103.40000000000	-2346308.0000000
-103.30000000000	-2360175.7500000
-103.20000000000	-2373998.0000000
-103.10000000000	-2387772.0000000
-103.00000000000	-2401500.2500000
-102.90000000000	-2415182.0000000
-102.80000000000	-2428817.5000000
-102.70000000000	-2442407.0000000
-102.60000000000	-2455949.5000000
-102.50000000000	-2469445.5000000
-102.40000000000	-2482895.5000000
-102.30000000000	-2496298.7500000
-102.20000000000	-2509656.5000000
-102.10000000000	-2522967.0000000
-102.00000000000	-2536153.7500000
-101.90000000000	-2549280.2500000
-101.80000000000	-2562406.2500000
-101.70000000000	-2575466.0000000
-101.60000000000	-2588456.5000000
-101.50000000000	-2601379.5000000
-101.40000000000	-2614235.2500000
-101.30000000000	-2627022.7500000
-101.20000000000	-2639744.0000000
-101.10000000000	-2652395.7500000
-101.00000000000	-2664981.0000000
-100.90000000000	-2677497.5000000
-100.80000000000	-2689947.0000000
-100.70000000000	-2702329.2500000
-100.60000000000	-2714643.0000000
-100.50000000000	-2726889.5000000
-100.40000000000	-2739068.0000000
-100.30000000000	-2751179.0000000
-100.20000000000	-2763223.5000000
-100.10000000000	-2775199.0000000
-100.00000000000	-2787083.0000000
-99.900000000000	-2798891.7500000
-99.800000000000	-2810642.5000000
-99.700000000000	-2822316.5000000
-99.600000000000	-2833912.7500000
-99.500000000000	-2845431.0000000
-99.400000000000	-2856872.2500000
-99.300000000000	-2868235.7500000
-99.200000000000	-2879522.5000000
-99.100000000000	-2890731.0000000
-99.000000000000	-2901862.0000000
-98.900000000000	-2912915.7500000
-98.800000000000	-2923891.7500000
-98.700000000000	-2934790.5000000
-98.600000000000	-2945611.0000000
-98.500000000000	-2956356.2500000
-98.400000000000	-2967022.7500000
-98.300000000000	-2977612.5000000
-98.200000000000	-2988126.7500000
-98.100000000000	-2998562.7500000
-98.000000000000	-3008918.2500000
-97.900000000000	-3019189.7500000
-97.800000000000	-3029384.0000000
-97.700000000000	-3039501.0000000
-97.600000000000	-3049540.2500000
-97.500000000000	-3059501.2500000
-97.400000000000	-3069385.2500000
-97.300000000000	-3079191.0000000
-97.200000000000	-3088919.7500000
-97.100000000000	-3098570.7500000
-97.000000000000	-3108143.5000000
-96.900000000000	-3117638.2500000
-96.800000000000	-3127056.0000000
-96.700000000000	-3136396.5000000
-96.600000000000	-3145658.5000000
-96.500000000000	-3154843.5000000
-96.400000000000	-3163950.5000000
-96.300000000000	-3172980.0000000
-96.200000000000	-3181931.7500000
-96.100000000000	-3190806.0000000
-96.000000000000	-3199609.2500000
-95.900000000000	-3208331.7500000
-95.800000000000	-3216973.7500000
-95.700000000000	-3225546.0000000
-95.600000000000	-3234046.5000000
-95.500000000000	-3242475.7500000
-95.400000000000	-3250833.7500000
-95.300000000000	-3259121.7500000
-95.200000000000	-3267338.2500000
-95.100000000000	-3275484.0000000
-95.000000000000	-3283557.7500000
-94.900000000000	-3291559.7500000
-94.800000000000	-3299490.7500000
-94.700000000000	-3307350.7500000
-94.600000000000	-3315138.5000000
-94.500000000000	-3322854.7500000
-94.400000000000	-3330499.2500000
-94.300000000000	-3338072.7500000
-94.200000000000	-3345574.5000000
-94.100000000000	-3353004.7500000
-94.000000000000	-3360379.0000000
-93.900000000000	-3367684.7500000
-93.800000000000	-3374909.7500000
-93.700000000000	-3382074.5000000
-93.600000000000	-3389176.7500000
-93.500000000000	-3396216.7500000
-93.400000000000	-3403195.7500000
-93.300000000000	-3410112.5000000
-93.200000000000	-3416968.2500000
-93.100000000000	-3423762.7500000
-93.000000000000	-3430495.0000000
-92.900000000000	-3437166.2500000
-92.800000000000	-3443775.2500000
-92.700000000000	-3450323.2500000
-92.600000000000	-3456809.0000000
-92.500000000000	-3463233.7500000
-92.400000000000	-3469596.5000000
-92.300000000000	-3475897.5000000
-92.200000000000	-3482137.5000000
-92.100000000000	-3488315.5000000
-92.000000000000	-3494453.2500000
-91.900000000000	-3500535.0000000
-91.800000000000	-3506544.7500000
-91.700000000000	-3512504.7500000
-91.600000000000	-3518414.0000000
-91.500000000000	-3524272.0000000
-91.400000000000	-3530079.5000000
-91.300000000000	-3535837.5000000
-91.200000000000	-3541544.7500000
-91.100000000000	-3547201.7500000
-91.000000000000	-3552807.2500000
-90.900000000000	-3558362.5000000
-90.800000000000	-3563867.2500000
-90.700000000000	-3569321.5000000
-90.600000000000	-3574725.2500000
-90.500000000000	-3580078.0000000
-90.400000000000	-3585381.2500000
-90.300000000000	-3590633.2500000
-90.200000000000	-3595834.7500000
-90.100000000000	-3600984.2500000
-90.000000000000	-3606084.7500000
-89.900000000000	-3611141.5000000
-89.800000000000	-3616155.7500000
-89.700000000000	-3621130.2500000
-89.600000000000	-3626063.7500000
-89.500000000000	-3630956.7500000
-89.400000000000	-3635810.0000000
-89.300000000000	-3640622.2500000
-89.200000000000	-3645395.0000000
-89.100000000000	-3650127.5000000
-89.000000000000	-3654818.7500000
-88.900000000000	-3659468.7500000
-88.800000000000	-3664079.0000000
-88.700000000000	-3668649.5000000
-88.600000000000	-3673179.0000000
-88.500000000000	-3677667.5000000
-88.400000000000	-3682116.0000000
-88.300000000000	-3686524.0000000
-88.200000000000	-3690891.7500000
-88.100000000000	-3695218.5000000
-88.000000000000	-3699509.7500000
-87.900000000000	-3703768.0000000
-87.800000000000	-3707989.7500000
-87.700000000000	-3712180.0000000
-87.600000000000	-3716339.5000000
-87.500000000000	-3720467.5000000
-87.400000000000	-3724563.7500000
-87.300000000000	-3728629.0000000
-87.200000000000	-3732662.7500000
-87.100000000000	-3736664.7500000
-87.000000000000	-3740635.7500000
-86.900000000000	-3744575.7500000
-86.800000000000	-3748483.7500000
-86.700000000000	-3752361.5000000
-86.600000000000	-3756205.5000000
-86.500000000000	-3760019.2500000
-86.400000000000	-3763801.2500000
-86.300000000000	-3767552.0000000
-86.200000000000	-3771271.2500000
-86.100000000000	-3774958.5000000
-86.000000000000	-3778619.5000000
-85.900000000000	-3782254.0000000
-85.800000000000	-3785860.0000000
-85.700000000000	-3789442.7500000
-85.600000000000	-3793000.7500000
-85.500000000000	-3796535.5000000
-85.400000000000	-3800047.0000000
-85.300000000000	-3803533.2500000
-85.200000000000	-3806995.5000000
-85.100000000000	-3810433.7500000
-85.000000000000	-3813847.0000000
-84.900000000000	-3817236.5000000
-84.800000000000	-3820600.7500000
-84.700000000000	-3823941.5000000
-84.600000000000	-3827257.5000000
-84.500000000000	-3830549.2500000
-84.400000000000	-3833816.2500000
-84.300000000000	-3837059.0000000
-84.200000000000	-3840277.7500000
-84.100000000000	-3843471.7500000
-84.000000000000	-3846653.2500000
-83.900000000000	-3849814.5000000
-83.800000000000	-3852948.0000000
-83.700000000000	-3856062.7500000
-83.600000000000	-3859159.0000000
-83.500000000000	-3862236.5000000
-83.400000000000	-3865296.2500000
-83.300000000000	-3868335.7500000
-83.200000000000	-3871358.7500000
-83.100000000000	-3874362.0000000
-83.000000000000	-3877346.5000000
-82.900000000000	-3880313.2500000
-82.800000000000	-3883261.5000000
-82.700000000000	-3886191.0000000
-82.600000000000	-3889101.5000000
-82.500000000000	-3891993.2500000
-82.400000000000	-3894866.7500000
-82.300000000000	-3897722.5000000
-82.200000000000	-3900559.0000000
-82.100000000000	-3903377.5000000
-82.000000000000	-3906184.0000000
-81.900000000000	-3908974.2500000
-81.800000000000	-3911744.7500000
-81.700000000000	-3914501.2500000
-81.600000000000	-3917242.5000000
-81.500000000000	-3919969.2500000
-81.400000000000	-3922682.0000000
-81.300000000000	-3925380.5000000
-81.200000000000	-3928063.5000000
-81.100000000000	-3930733.0000000
-81.000000000000	-3933387.5000000
-80.900000000000	-3936027.5000000
-80.800000000000	-3938653.0000000
-80.700000000000	-3941264.7500000
-80.600000000000	-3943859.5000000
