-5	0.001326795
-4.9	31.4120587
-4.8	62.79179074
-4.7	94.10955497
-4.6	125.3344446
-4.5	156.4356445
-4.4	187.3824615
-4.3	218.144355
-4.2	248.6909667
-4.1	278.9921508
-4	309.0180039
-3.9	338.738894
-3.8	368.1254902
-3.7	397.1487917
-3.6	425.7801559
-3.5	453.9913273
-3.4	481.7544647
-3.3	509.0421695
-3.2	535.8275119
-3.1	562.0840582
-3	587.7858963
-2.9	612.9076617
-2.8	637.4245622
-2.7	661.3124028
-2.6	684.5476089
-2.5	707.1072503
-2.4	728.9690634
-2.3	750.1114732
-2.2	770.5136149
-2.1	790.1553539
-2	809.0173063
-1.9	827.0808577
-1.8	844.3281814
-1.7	860.7422566
-1.6	876.3068846
-1.5	891.0067049
-1.4	904.8272106
-1.3	917.7547627
-1.2	929.7766031
-1.1	940.8808678
-1	951.0565983
-0.9	960.2937523
-0.8	968.5832139
-0.7	975.9168025
-0.6	982.2872806
-0.5	987.6883614
-0.4	992.1147146
-0.3	995.5619721
-0.2	998.0267318
-0.1	999.5065612
0	1000
0.1	999.5065612
0.2	998.0267318
0.3	995.5619721
0.4	992.1147146
0.5	987.6883614
0.6	982.2872806
0.7	975.9168025
0.8	968.5832139
0.9	960.2937523
1	951.0565983
1.1	940.8808678
1.2	929.7766031
1.3	917.7547627
1.4	904.8272106
1.5	891.0067049
1.6	876.3068846
1.7	860.7422566
1.8	844.3281814
1.9	827.0808577
2	809.0173063
2.1	790.1553539
2.2	770.5136149
2.3	750.1114732
2.4	728.9690634
2.5	707.1072503
2.6	684.5476089
2.7	661.3124028
2.8	637.4245622
2.9	612.9076617
3	587.7858963
3.1	562.0840582
3.2	535.8275119
3.3	509.0421695
3.4	481.7544647
3.5	453.9913273
3.6	425.7801559
3.7	397.1487917
3.8	368.1254902
3.9	338.738894
4	309.0180039
4.1	278.9921508
4.2	248.6909667
4.3	218.144355
4.4	187.3824615
4.5	156.4356445
4.6	125.3344446
4.7	94.10955497
4.8	62.79179074
4.9	31.4120587
5	0.001326795
