#
#"Z / mm"	"e_Z (Z)"
#------------------
-46.900000000000	4714409.5000000
-46.800000000000	4742486.0000000
-46.700000000000	4770474.5000000
-46.600000000000	4798376.5000000
-46.500000000000	4826191.0000000
-46.400000000000	4853917.0000000
-46.300000000000	4881558.0000000
-46.200000000000	4909110.5000000
-46.100000000000	4936576.0000000
-46.000000000000	4963953.5000000
-45.900000000000	4991198.5000000
-45.800000000000	5018313.5000000
-45.700000000000	5045296.5000000
-45.600000000000	5072150.0000000
-45.500000000000	5098872.0000000
-45.400000000000	5125462.0000000
-45.300000000000	5151923.0000000
-45.200000000000	5178253.0000000
-45.100000000000	5204452.5000000
-45.000000000000	5230520.0000000
-44.900000000000	5256443.0000000
-44.800000000000	5282217.5000000
-44.700000000000	5307842.0000000
-44.600000000000	5333318.0000000
-44.500000000000	5358643.5000000
-44.400000000000	5383821.0000000
-44.300000000000	5408849.0000000
-44.200000000000	5433728.0000000
-44.100000000000	5458458.5000000
-44.000000000000	5483038.0000000
-43.900000000000	5507460.5000000
-43.800000000000	5531704.5000000
-43.700000000000	5555769.5000000
-43.600000000000	5579654.5000000
-43.500000000000	5603360.0000000
-43.400000000000	5626886.0000000
-43.300000000000	5650232.0000000
-43.200000000000	5673398.0000000
-43.100000000000	5696385.5000000
-43.000000000000	5719193.5000000
-42.900000000000	5741818.0000000
-42.800000000000	5764257.0000000
-42.700000000000	5786504.0000000
-42.600000000000	5808562.0000000
-42.500000000000	5830427.0000000
-42.400000000000	5852103.0000000
-42.300000000000	5873588.5000000
-42.200000000000	5894883.5000000
-42.100000000000	5915989.0000000
-42.000000000000	5936902.5000000
-41.900000000000	5957628.5000000
-41.800000000000	5978148.0000000
-41.700000000000	5998460.0000000
-41.600000000000	6018564.5000000
-41.500000000000	6038460.5000000
-41.400000000000	6058148.5000000
-41.300000000000	6077629.0000000
-41.200000000000	6096901.5000000
-41.100000000000	6115965.5000000
-41.000000000000	6134822.5000000
-40.900000000000	6153471.0000000
-40.800000000000	6171913.0000000
-40.700000000000	6190146.0000000
-40.600000000000	6208169.0000000
-40.500000000000	6225982.5000000
-40.400000000000	6243584.5000000
-40.300000000000	6260977.5000000
-40.200000000000	6278161.0000000
-40.100000000000	6295133.5000000
-40.000000000000	6311894.5000000
-39.900000000000	6328445.5000000
-39.800000000000	6344781.0000000
-39.700000000000	6360899.5000000
-39.600000000000	6376803.5000000
-39.500000000000	6392490.5000000
-39.400000000000	6407962.0000000
-39.300000000000	6423219.0000000
-39.200000000000	6438263.0000000
-39.100000000000	6453094.5000000
-39.000000000000	6467708.5000000
-38.900000000000	6482109.5000000
-38.800000000000	6496295.5000000
-38.700000000000	6510266.5000000
-38.600000000000	6524023.5000000
-38.500000000000	6537564.5000000
-38.400000000000	6550890.5000000
-38.300000000000	6564003.0000000
-38.200000000000	6576898.5000000
-38.100000000000	6589581.5000000
-38.000000000000	6602047.0000000
-37.900000000000	6614296.0000000
-37.800000000000	6626331.5000000
-37.700000000000	6638155.5000000
-37.600000000000	6649769.0000000
-37.500000000000	6661169.0000000
-37.400000000000	6672360.0000000
-37.300000000000	6683338.5000000
-37.200000000000	6694105.5000000
-37.100000000000	6704662.5000000
-37.000000000000	6715005.0000000
-36.900000000000	6725139.0000000
-36.800000000000	6735061.0000000
-36.700000000000	6744771.5000000
-36.600000000000	6754279.5000000
-36.500000000000	6763576.0000000
-36.400000000000	6772662.5000000
-36.300000000000	6781538.5000000
-36.200000000000	6790203.0000000
-36.100000000000	6798657.5000000
-36.000000000000	6806900.5000000
-35.900000000000	6814929.0000000
-35.800000000000	6822753.5000000
-35.700000000000	6830374.0000000
-35.600000000000	6837791.0000000
-35.500000000000	6845004.0000000
-35.400000000000	6852015.5000000
-35.300000000000	6858821.5000000
-35.200000000000	6865423.5000000
-35.100000000000	6871824.0000000
-35.000000000000	6878018.0000000
-34.900000000000	6884010.0000000
-34.800000000000	6889795.0000000
-34.700000000000	6895377.5000000
-34.600000000000	6900755.0000000
-34.500000000000	6905927.5000000
-34.400000000000	6910895.0000000
-34.300000000000	6915658.0000000
-34.200000000000	6920216.5000000
-34.100000000000	6924570.5000000
-34.000000000000	6928719.5000000
-33.900000000000	6932673.5000000
-33.800000000000	6936429.0000000
-33.700000000000	6939986.5000000
-33.600000000000	6943345.0000000
-33.500000000000	6946504.0000000
-33.400000000000	6949463.5000000
-33.300000000000	6952225.0000000
-33.200000000000	6954787.0000000
-33.100000000000	6957151.0000000
-33.000000000000	6959315.5000000
-32.900000000000	6961281.0000000
-32.800000000000	6963045.0000000
-32.700000000000	6964609.0000000
-32.600000000000	6965974.0000000
-32.500000000000	6967138.0000000
-32.400000000000	6968103.0000000
-32.300000000000	6968869.0000000
-32.200000000000	6969436.0000000
-32.100000000000	6969801.5000000
-32.000000000000	6969968.5000000
-31.900000000000	6969945.0000000
-31.800000000000	6969724.5000000
-31.700000000000	6969302.5000000
-31.600000000000	6968682.5000000
-31.500000000000	6967864.5000000
-31.400000000000	6966847.0000000
-31.300000000000	6965630.5000000
-31.200000000000	6964211.5000000
-31.100000000000	6962593.5000000
-31.000000000000	6960776.0000000
-30.900000000000	6958758.0000000
-30.800000000000	6956543.0000000
